"region","industry (SIC2007)","sex","age","year","contents","07984: Employed persons per 4th quarter, by region, industry (SIC2007), sex, age, year and contents"
"0 The whole country","90-99 Other service activities","1 Males","15-19 15-19 years","2017","Employed persons by place of residence",2864
"0 The whole country","90-99 Other service activities","1 Males","15-19 15-19 years","2017","Employed persons by place of work",2834
"0 The whole country","90-99 Other service activities","1 Males","15-19 15-19 years","2018","Employed persons by place of residence",3034
"0 The whole country","90-99 Other service activities","1 Males","15-19 15-19 years","2018","Employed persons by place of work",3039
"0 The whole country","90-99 Other service activities","1 Males","20-24 20-24 years","2008","Employed persons by place of residence",2898
"0 The whole country","90-99 Other service activities","1 Males","20-24 20-24 years","2008","Employed persons by place of work",2903
"0 The whole country","90-99 Other service activities","1 Males","20-24 20-24 years","2009","Employed persons by place of residence",3128
"0 The whole country","90-99 Other service activities","1 Males","20-24 20-24 years","2009","Employed persons by place of work",3149
"0 The whole country","90-99 Other service activities","1 Males","20-24 20-24 years","2010","Employed persons by place of residence",3504
"0 The whole country","90-99 Other service activities","1 Males","20-24 20-24 years","2010","Employed persons by place of work",3471
"0 The whole country","90-99 Other service activities","1 Males","20-24 20-24 years","2011","Employed persons by place of residence",3630
"0 The whole country","90-99 Other service activities","1 Males","20-24 20-24 years","2011","Employed persons by place of work",3636
"0 The whole country","90-99 Other service activities","1 Males","20-24 20-24 years","2012","Employed persons by place of residence",3767
"0 The whole country","90-99 Other service activities","1 Males","20-24 20-24 years","2012","Employed persons by place of work",3717
"0 The whole country","90-99 Other service activities","1 Males","20-24 20-24 years","2013","Employed persons by place of residence",3853
"0 The whole country","90-99 Other service activities","1 Males","20-24 20-24 years","2013","Employed persons by place of work",3884
"0 The whole country","90-99 Other service activities","1 Males","20-24 20-24 years","2014","Employed persons by place of residence",3984
"0 The whole country","90-99 Other service activities","1 Males","20-24 20-24 years","2014","Employed persons by place of work",3976
"0 The whole country","90-99 Other service activities","1 Males","20-24 20-24 years","2015","Employed persons by place of residence",3585
"0 The whole country","90-99 Other service activities","1 Males","20-24 20-24 years","2015","Employed persons by place of work",3532
"0 The whole country","90-99 Other service activities","1 Males","20-24 20-24 years","2016","Employed persons by place of residence",3709
"0 The whole country","90-99 Other service activities","1 Males","20-24 20-24 years","2016","Employed persons by place of work",3673
"0 The whole country","90-99 Other service activities","1 Males","20-24 20-24 years","2017","Employed persons by place of residence",3899
"0 The whole country","90-99 Other service activities","1 Males","20-24 20-24 years","2017","Employed persons by place of work",3904
"0 The whole country","90-99 Other service activities","1 Males","20-24 20-24 years","2018","Employed persons by place of residence",4199
"0 The whole country","90-99 Other service activities","1 Males","20-24 20-24 years","2018","Employed persons by place of work",4194
"0 The whole country","90-99 Other service activities","1 Males","25-39 25-39 years","2008","Employed persons by place of residence",11186
"0 The whole country","90-99 Other service activities","1 Males","25-39 25-39 years","2008","Employed persons by place of work",11167
"0 The whole country","90-99 Other service activities","1 Males","25-39 25-39 years","2009","Employed persons by place of residence",11295
"0 The whole country","90-99 Other service activities","1 Males","25-39 25-39 years","2009","Employed persons by place of work",11296
"0 The whole country","90-99 Other service activities","1 Males","25-39 25-39 years","2010","Employed persons by place of residence",11226
"0 The whole country","90-99 Other service activities","1 Males","25-39 25-39 years","2010","Employed persons by place of work",11220
"0 The whole country","90-99 Other service activities","1 Males","25-39 25-39 years","2011","Employed persons by place of residence",11119
"0 The whole country","90-99 Other service activities","1 Males","25-39 25-39 years","2011","Employed persons by place of work",11137
"0 The whole country","90-99 Other service activities","1 Males","25-39 25-39 years","2012","Employed persons by place of residence",11270
"0 The whole country","90-99 Other service activities","1 Males","25-39 25-39 years","2012","Employed persons by place of work",11295
